23/Mar/2019:19:17:19 +0000	107.178.194.202	/blog/ 
23/Mar/2019:19:23:11 +0000	165.227.0.128	/IRS/style/css/table.css 
23/Mar/2019:19:23:11 +0000	165.227.0.128	/IRS/style/css/button_create_account.jpg 
23/Mar/2019:19:23:11 +0000	165.227.0.128	/IRS/style/css/logo.png 
23/Mar/2019:19:23:11 +0000	165.227.0.128	/IRS/style/css/button_login.jpg 
23/Mar/2019:19:23:26 +0000	165.227.0.128	/IRS/system/send_login.php 
23/Mar/2019:19:23:26 +0000	165.227.0.128	/IRS/style/css/Error-Icon.gif 
23/Mar/2019:19:23:26 +0000	165.227.0.128	/IRS/style/css/button_continue.jpg 
23/Mar/2019:19:23:26 +0000	165.227.0.128	/IRS/style/css/styles-nonie-1024.css 
23/Mar/2019:19:24:09 +0000	165.227.0.128	/IRS/system/send_login.php 
23/Mar/2019:19:24:31 +0000	165.227.0.128	/IRS/system/send_login.php 
23/Mar/2019:19:24:51 +0000	165.227.0.128	/IRS/system/send_login.php 
23/Mar/2019:19:25:05 +0000	165.227.0.128	/IRS/system/send_login.php 
23/Mar/2019:19:25:20 +0000	165.227.0.128	/IRS/system/send_login.php 
23/Mar/2019:19:25:32 +0000	165.227.0.128	/IRS/system/send_login.php 
23/Mar/2019:19:25:46 +0000	165.227.0.128	/IRS/system/send_login.php 
23/Mar/2019:19:26:38 +0000	165.227.0.128	/IRS/system/send_login.php 
23/Mar/2019:19:29:09 +0000	83.31.251.106	/blog/ 
23/Mar/2019:19:29:09 +0000	83.31.251.106	/blog/ 
23/Mar/2019:19:29:17 +0000	83.31.251.106	/blog/ 
23/Mar/2019:19:29:17 +0000	83.31.251.106	/blog/vendor/jquery/jquery.min.js 
23/Mar/2019:19:29:18 +0000	83.31.251.106	/blog/js/jqBootstrapValidation.js 
23/Mar/2019:19:29:18 +0000	83.31.251.106	/blog/js/clean-blog.min.js 
23/Mar/2019:19:29:18 +0000	83.31.251.106	/blog/js/contact_me.js 
23/Mar/2019:19:29:18 +0000	83.31.251.106	/blog/vendor/bootstrap/js/bootstrap.min.js 
23/Mar/2019:19:29:26 +0000	83.31.251.106	/IRS/ 
23/Mar/2019:19:29:27 +0000	83.31.251.106	/IRS/ 
23/Mar/2019:19:29:36 +0000	46.101.94.163	/IRS/ 
23/Mar/2019:19:29:36 +0000	46.101.94.163	/IRS/style/css/styles-nonie-1022.css 
23/Mar/2019:19:29:36 +0000	46.101.94.163	/IRS/style/css/password-feedback-styles-nonie-1024.css 
23/Mar/2019:19:29:36 +0000	46.101.94.163	/IRS/style/css/table.css 
23/Mar/2019:19:29:36 +0000	46.101.94.163	/IRS/style/css/logo.png 
23/Mar/2019:19:29:36 +0000	46.101.94.163	/IRS/style/css/button_create_account.jpg 
23/Mar/2019:19:29:36 +0000	46.101.94.163	/IRS/style/css/button_login.jpg 
23/Mar/2019:19:29:59 +0000	83.31.251.106	/IRS/ 
23/Mar/2019:19:44:36 +0000	159.203.0.156	/IRS/ 
23/Mar/2019:19:44:36 +0000	159.203.0.156	/IRS/style/css/styles-nonie-1022.css 
23/Mar/2019:19:44:36 +0000	159.203.0.156	/IRS/style/css/logo.png 
23/Mar/2019:19:44:36 +0000	159.203.0.156	/IRS/style/css/button_create_account.jpg 
23/Mar/2019:19:44:36 +0000	159.203.0.156	/IRS/style/css/button_login.jpg 
23/Mar/2019:19:44:36 +0000	159.203.0.156	/IRS/style/css/password-feedback-styles-nonie-1024.css 
23/Mar/2019:19:44:36 +0000	159.203.0.156	/IRS/style/css/table.css 
23/Mar/2019:19:44:46 +0000	159.203.0.156	/IRS/system/send_login.php 
23/Mar/2019:19:44:46 +0000	159.203.0.156	/IRS/style/css/styles-nonie-1024.css 
23/Mar/2019:19:44:46 +0000	159.203.0.156	/IRS/style/css/Error-Icon.gif 
23/Mar/2019:19:44:46 +0000	159.203.0.156	/IRS/style/css/button_continue.jpg 
23/Mar/2019:19:44:58 +0000	159.203.0.156	/IRS/system/send_login.php 
23/Mar/2019:19:45:05 +0000	159.203.0.156	/IRS/system/send_login.php 
23/Mar/2019:19:45:14 +0000	159.203.0.156	/IRS/system/send_login.php 
23/Mar/2019:19:45:21 +0000	159.203.0.156	/IRS/system/send_login.php 
23/Mar/2019:19:45:29 +0000	159.203.0.156	/IRS/system/send_login.php 
23/Mar/2019:19:45:36 +0000	159.203.0.156	/IRS/system/send_login.php 
23/Mar/2019:19:45:45 +0000	159.203.0.156	/IRS/system/send_login.php 
23/Mar/2019:19:46:00 +0000	159.203.0.156	/IRS/system/send_login.php 
23/Mar/2019:19:47:10 +0000	46.101.119.24	/IRS/system/send_login.php 
23/Mar/2019:19:47:10 +0000	87.112.181.94	/IRS/system/send_login.php 
23/Mar/2019:19:47:10 +0000	51.15.92.212	/IRS/system/send_login.php 
23/Mar/2019:19:47:10 +0000	194.59.251.169	/IRS/system/send_login.php 
23/Mar/2019:19:47:11 +0000	185.104.120.7	/IRS/system/send_login.php 
23/Mar/2019:20:19:34 +0000	34.222.22.128	/IRS/ 
23/Mar/2019:20:19:34 +0000	34.222.22.128	/blog/ 
23/Mar/2019:20:20:45 +0000	54.202.149.41	/blog/ 
23/Mar/2019:20:20:45 +0000	54.202.149.41	/IRS/ 
23/Mar/2019:20:22:05 +0000	188.166.98.249	/IRS/ 
23/Mar/2019:20:22:05 +0000	188.166.98.249	/IRS/ 
23/Mar/2019:20:22:05 +0000	188.166.98.249	/IRS/ 
23/Mar/2019:20:22:05 +0000	188.166.98.249	/blog/ 
23/Mar/2019:20:22:06 +0000	188.166.98.249	/IRS/system/send_login.php 
23/Mar/2019:20:22:06 +0000	188.166.98.249	/blog/ 
23/Mar/2019:20:22:06 +0000	188.166.98.249	/IRS/system/send_login.php 
23/Mar/2019:20:22:06 +0000	188.166.98.249	/IRS/system/send_login.php 
23/Mar/2019:20:22:07 +0000	188.166.98.249	/blog/ 
23/Mar/2019:20:28:03 +0000	173.255.134.181	/IRS/ 
23/Mar/2019:20:28:03 +0000	173.255.134.181	/IRS/style/css/logo.png 
23/Mar/2019:20:28:03 +0000	173.255.134.181	/IRS/style/css/password-feedback-styles-nonie-1024.css 
23/Mar/2019:20:28:03 +0000	173.255.134.181	/IRS/style/css/table.css 
23/Mar/2019:20:28:03 +0000	173.255.134.181	/IRS/style/css/styles-nonie-1022.css 
23/Mar/2019:20:28:03 +0000	173.255.134.181	/IRS/style/css/button_login.jpg 
23/Mar/2019:20:28:03 +0000	173.255.134.181	/IRS/style/css/button_create_account.jpg 
23/Mar/2019:20:28:11 +0000	173.255.134.181	/blog/ 
23/Mar/2019:20:28:11 +0000	173.255.134.181	/blog/vendor/bootstrap/css/bootstrap.min.css 
23/Mar/2019:20:28:12 +0000	173.255.134.181	/blog/js/contact_me.js 
23/Mar/2019:20:28:12 +0000	173.255.134.181	/blog/js/jqBootstrapValidation.js 
23/Mar/2019:20:28:12 +0000	173.255.134.181	/blog/vendor/bootstrap/js/bootstrap.min.js 
23/Mar/2019:20:28:12 +0000	173.255.134.181	/blog/vendor/font-awesome/css/font-awesome.min.css 
23/Mar/2019:20:28:12 +0000	173.255.134.181	/blog/js/clean-blog.min.js 
23/Mar/2019:20:28:12 +0000	173.255.134.181	/blog/css/clean-blog.min.css 
23/Mar/2019:20:28:12 +0000	173.255.134.181	/blog/vendor/jquery/jquery.min.js 
23/Mar/2019:20:28:12 +0000	173.255.134.181	/blog/img/home-bg.jpg 
23/Mar/2019:20:28:12 +0000	173.255.134.181	/blog/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 
24/Mar/2019:02:26:11 +0000	209.99.129.114	/blog/ 
24/Mar/2019:02:26:12 +0000	209.99.129.114	/blog/vendor/bootstrap/css/bootstrap.min.css 
24/Mar/2019:02:26:12 +0000	209.99.129.114	/blog/js/contact_me.js 
24/Mar/2019:02:26:12 +0000	209.99.129.114	/blog/js/clean-blog.min.js 
24/Mar/2019:02:26:12 +0000	209.99.129.114	/blog/vendor/bootstrap/js/bootstrap.min.js 
24/Mar/2019:02:26:12 +0000	209.99.129.114	/blog/vendor/font-awesome/css/font-awesome.min.css 
24/Mar/2019:02:26:12 +0000	209.99.129.114	/blog/css/clean-blog.min.css 
24/Mar/2019:02:26:12 +0000	209.99.129.114	/blog/js/jqBootstrapValidation.js 
24/Mar/2019:02:26:12 +0000	209.99.129.114	/blog/vendor/jquery/jquery.min.js 
24/Mar/2019:02:26:12 +0000	209.99.129.114	/blog/img/home-bg.jpg 
24/Mar/2019:02:26:12 +0000	209.99.129.114	/blog/vendor/font-awesome/fonts/fontawesome-webfont.woff?v=4.6.3 
24/Mar/2019:02:26:21 +0000	168.90.196.86	/IRS/ 
24/Mar/2019:02:26:21 +0000	168.90.196.86	/IRS/style/css/styles-nonie-1022.css 
24/Mar/2019:02:26:21 +0000	168.90.196.86	/IRS/style/css/password-feedback-styles-nonie-1024.css 
24/Mar/2019:02:26:21 +0000	168.90.196.86	/IRS/style/css/logo.png 
24/Mar/2019:02:26:21 +0000	168.90.196.86	/IRS/style/css/table.css 
24/Mar/2019:02:26:21 +0000	168.90.196.86	/IRS/style/css/button_create_account.jpg 
24/Mar/2019:02:26:21 +0000	168.90.196.86	/IRS/style/css/button_login.jpg 
24/Mar/2019:04:57:33 +0000	18.237.255.250	/ 
24/Mar/2019:05:08:46 +0000	208.87.233.140	/ 
24/Mar/2019:05:08:46 +0000	204.13.201.137	/ 
24/Mar/2019:06:10:25 +0000	34.214.188.65	/ 
24/Mar/2019:07:22:31 +0000	167.99.32.241	/robots.txt 
24/Mar/2019:07:22:31 +0000	167.99.32.241	/ 
24/Mar/2019:07:26:46 +0000	54.189.140.227	/ 
24/Mar/2019:15:28:06 +0000	35.161.55.221	/ 
25/Mar/2019:02:52:40 +0000	34.220.76.150	/ 
25/Mar/2019:05:10:41 +0000	204.13.201.138	/ 
25/Mar/2019:06:12:43 +0000	34.220.48.216	/ 
25/Mar/2019:07:03:48 +0000	54.189.140.227	/ 
25/Mar/2019:11:11:02 +0000	208.80.194.42	/ 
25/Mar/2019:13:11:55 +0000	212.35.105.119	/ 
25/Mar/2019:18:14:13 +0000	83.31.251.106	/blog/ 
25/Mar/2019:18:14:14 +0000	83.31.251.106	/blog/ 
25/Mar/2019:18:14:26 +0000	83.31.251.106	/IRS/ 
25/Mar/2019:18:14:26 +0000	83.31.251.106	/IRS/ 
26/Mar/2019:01:24:17 +0000	34.254.161.237	/ 
26/Mar/2019:05:08:33 +0000	204.13.201.137	/ 
26/Mar/2019:05:08:34 +0000	208.87.233.140	/ 
26/Mar/2019:06:11:26 +0000	52.12.196.134	/ 
26/Mar/2019:06:11:58 +0000	54.202.149.41	/ 
26/Mar/2019:06:57:30 +0000	54.189.140.227	/ 
27/Mar/2019:01:06:47 +0000	107.178.194.206	/blog/ 
27/Mar/2019:01:06:48 +0000	204.13.201.137	/blog/ 
27/Mar/2019:01:06:48 +0000	204.13.201.137	/IRS/ 
27/Mar/2019:01:06:48 +0000	107.178.194.206	/IRS/ 
27/Mar/2019:01:06:49 +0000	208.87.233.140	/blog 
27/Mar/2019:01:06:49 +0000	208.87.233.140	/blog/ 
27/Mar/2019:01:06:49 +0000	208.87.233.140	/blog/vendor/jquery/jquery.min.js 
27/Mar/2019:01:06:50 +0000	208.87.233.140	/IRS 
27/Mar/2019:01:06:50 +0000	208.87.233.140	/IRS/ 
27/Mar/2019:01:06:50 +0000	208.87.233.140	/blog/js/contact_me.js 
27/Mar/2019:01:06:50 +0000	208.87.233.140	/blog/js/clean-blog.min.js 
27/Mar/2019:01:06:50 +0000	208.87.233.140	/blog/js/jqBootstrapValidation.js 
27/Mar/2019:01:06:50 +0000	208.87.233.140	/blog/vendor/bootstrap/js/bootstrap.min.js 
27/Mar/2019:01:06:50 +0000	208.87.233.140	/blog/vendor/font-awesome/css/font-awesome.min.css 
27/Mar/2019:01:08:17 +0000	52.59.102.42	/IRS/ 
27/Mar/2019:02:08:27 +0000	34.220.201.218	/IRS/ 
27/Mar/2019:02:08:27 +0000	34.220.201.218	/blog/ 
27/Mar/2019:02:11:03 +0000	188.166.98.249	/IRS/ 
27/Mar/2019:02:11:03 +0000	188.166.98.249	/blog/ 
27/Mar/2019:02:11:04 +0000	188.166.98.249	/blog/ 
27/Mar/2019:02:11:04 +0000	188.166.98.249	/IRS/ 
27/Mar/2019:02:11:04 +0000	188.166.98.249	/IRS/ 
27/Mar/2019:02:11:05 +0000	188.166.98.249	/IRS/system/send_login.php 
27/Mar/2019:02:11:05 +0000	188.166.98.249	/IRS/system/send_login.php 
27/Mar/2019:02:11:06 +0000	188.166.98.249	/IRS/system/send_login.php 
27/Mar/2019:02:11:09 +0000	188.166.98.249	/blog/ 
27/Mar/2019:04:41:23 +0000	65.52.12.40	/ 
27/Mar/2019:05:20:19 +0000	204.13.201.139	/ 
27/Mar/2019:06:23:18 +0000	34.220.151.96	/ 
27/Mar/2019:06:23:24 +0000	34.219.36.191	/ 
27/Mar/2019:07:36:26 +0000	54.189.140.227	/ 
27/Mar/2019:11:27:15 +0000	35.161.55.221	/blog/ 
27/Mar/2019:11:28:17 +0000	35.161.55.221	/IRS/ 
27/Mar/2019:15:30:14 +0000	115.89.74.126	/ 
27/Mar/2019:18:53:19 +0000	117.50.16.248	/ 
27/Mar/2019:18:53:20 +0000	117.50.16.248	/ 
27/Mar/2019:18:53:20 +0000	117.50.16.248	/ 
27/Mar/2019:18:53:21 +0000	117.50.16.248	/ 
27/Mar/2019:18:53:21 +0000	117.50.16.248	/ 
27/Mar/2019:18:53:21 +0000	117.50.16.248	/ 
28/Mar/2019:05:11:34 +0000	204.13.201.139	/ 
28/Mar/2019:05:11:34 +0000	208.87.233.140	/ 
28/Mar/2019:06:14:07 +0000	18.236.220.237	/ 
28/Mar/2019:06:14:29 +0000	52.24.18.208	/ 
28/Mar/2019:07:32:47 +0000	54.189.140.227	/ 
29/Mar/2019:06:11:14 +0000	54.187.1.241	/ 
29/Mar/2019:06:11:15 +0000	35.166.116.159	/ 
29/Mar/2019:07:26:33 +0000	54.189.140.227	/ 
29/Mar/2019:12:33:55 +0000	91.105.152.168	/ 
29/Mar/2019:12:56:30 +0000	185.16.85.149	/ 
30/Mar/2019:05:23:03 +0000	204.13.201.139	/ 
30/Mar/2019:05:23:03 +0000	208.87.233.140	/ 
30/Mar/2019:06:25:34 +0000	34.214.188.65	/ 
30/Mar/2019:07:13:07 +0000	54.189.140.227	/ 
30/Mar/2019:10:21:32 +0000	181.215.123.131	/ 
30/Mar/2019:15:41:29 +0000	185.156.173.219	/ 
05/Apr/2019:19:10:55 +0000	107.178.194.110	/blog/ 
05/Apr/2019:19:10:55 +0000	204.13.201.139	/blog/ 
05/Apr/2019:19:10:55 +0000	204.13.201.138	/IRS/ 
05/Apr/2019:19:10:56 +0000	107.178.194.110	/IRS/ 
05/Apr/2019:19:10:56 +0000	208.87.233.140	/IRS 
05/Apr/2019:19:10:56 +0000	176.10.99.200	/blog/ 
05/Apr/2019:19:10:56 +0000	176.10.99.200	/IRS/ 
05/Apr/2019:19:10:56 +0000	208.87.233.140	/IRS/ 
05/Apr/2019:19:24:45 +0000	85.115.52.140	/blog 
05/Apr/2019:19:24:46 +0000	85.115.52.140	/blog/ 
05/Apr/2019:19:24:46 +0000	85.115.52.140	/blog/vendor/jquery/jquery.min.js 
05/Apr/2019:19:24:48 +0000	85.115.52.140	/blog/vendor/font-awesome/css/font-awesome.min.css 
05/Apr/2019:19:24:48 +0000	85.115.52.140	/blog/js/clean-blog.min.js 
05/Apr/2019:19:24:48 +0000	85.115.52.140	/blog/vendor/bootstrap/js/bootstrap.min.js 
05/Apr/2019:19:24:48 +0000	85.115.52.140	/blog/js/contact_me.js 
05/Apr/2019:19:24:48 +0000	85.115.52.140	/blog/js/jqBootstrapValidation.js 
05/Apr/2019:19:32:01 +0000	142.93.74.68	/IRS/ 
05/Apr/2019:19:32:01 +0000	84.51.159.245	/IRS/ 
05/Apr/2019:19:32:02 +0000	185.104.120.5	/IRS/ 
05/Apr/2019:19:32:03 +0000	164.132.51.91	/IRS/ 
05/Apr/2019:19:32:03 +0000	45.66.32.220	/IRS/ 
05/Apr/2019:19:33:46 +0000	84.51.159.245	/IRS/ 
05/Apr/2019:19:33:47 +0000	84.51.159.245	/IRS/style/css/styles-nonie-1022.css 
05/Apr/2019:19:33:47 +0000	84.51.159.245	/IRS/style/css/password-feedback-styles-nonie-1024.css 
05/Apr/2019:19:33:47 +0000	84.51.159.245	/IRS/style/css/table.css 
05/Apr/2019:19:33:47 +0000	84.51.159.245	/IRS/style/css/button_create_account.jpg 
05/Apr/2019:19:33:47 +0000	84.51.159.245	/IRS/style/css/button_login.jpg 
05/Apr/2019:19:33:47 +0000	84.51.159.245	/IRS/style/css/button_create_account.jpg 
05/Apr/2019:19:33:47 +0000	84.51.159.245	/IRS/style/css/logo.png 
05/Apr/2019:19:33:47 +0000	84.51.159.245	/IRS/style/css/button_login.jpg 
05/Apr/2019:19:33:47 +0000	84.51.159.245	/IRS/style/css/button_create_account.jpg 
05/Apr/2019:19:33:47 +0000	84.51.159.245	/IRS/style/css/button_login.jpg 
05/Apr/2019:19:35:44 +0000	159.203.0.156	/IRS/ 
05/Apr/2019:19:35:44 +0000	159.203.0.156	/IRS/style/css/styles-nonie-1022.css 
05/Apr/2019:19:35:44 +0000	159.203.0.156	/IRS/style/css/password-feedback-styles-nonie-1024.css 
05/Apr/2019:19:35:44 +0000	159.203.0.156	/IRS/style/css/table.css 
05/Apr/2019:19:35:44 +0000	159.203.0.156	/IRS/style/css/button_create_account.jpg 
05/Apr/2019:19:35:44 +0000	159.203.0.156	/IRS/style/css/logo.png 
05/Apr/2019:19:35:44 +0000	159.203.0.156	/IRS/style/css/button_login.jpg 
05/Apr/2019:19:35:54 +0000	159.203.0.156	/IRS/system/send_login.php 
05/Apr/2019:19:35:54 +0000	159.203.0.156	/IRS/style/css/button_continue.jpg 
05/Apr/2019:19:35:54 +0000	159.203.0.156	/IRS/style/css/Error-Icon.gif 
05/Apr/2019:19:35:54 +0000	159.203.0.156	/IRS/style/css/styles-nonie-1024.css 
05/Apr/2019:19:36:04 +0000	159.203.0.156	/IRS/system/send_login.php 
05/Apr/2019:19:36:11 +0000	159.203.0.156	/IRS/system/send_login.php 
05/Apr/2019:19:36:16 +0000	159.203.0.156	/IRS/system/send_login.php 
05/Apr/2019:19:36:23 +0000	159.203.0.156	/IRS/system/send_login.php 
05/Apr/2019:19:36:32 +0000	159.203.0.156	/IRS/system/send_login.php 
05/Apr/2019:19:36:43 +0000	159.203.0.156	/IRS/system/send_login.php 
05/Apr/2019:19:36:51 +0000	159.203.0.156	/IRS/system/send_login.php 
05/Apr/2019:19:37:09 +0000	159.203.0.156	/IRS/system/send_login.php 
05/Apr/2019:19:38:40 +0000	139.59.107.152	/IRS/ 
05/Apr/2019:19:38:40 +0000	139.59.107.152	/IRS/style/css/styles-nonie-1022.css 
05/Apr/2019:19:38:41 +0000	139.59.107.152	/IRS/style/css/password-feedback-styles-nonie-1024.css 
05/Apr/2019:19:38:41 +0000	139.59.107.152	/IRS/style/css/logo.png 
05/Apr/2019:19:38:41 +0000	139.59.107.152	/IRS/style/css/button_create_account.jpg 
05/Apr/2019:19:38:41 +0000	139.59.107.152	/IRS/style/css/button_login.jpg 
05/Apr/2019:19:38:41 +0000	139.59.107.152	/IRS/style/css/table.css 
05/Apr/2019:19:38:51 +0000	139.59.107.152	/IRS/system/send_login.php 
05/Apr/2019:19:38:52 +0000	139.59.107.152	/IRS/style/css/styles-nonie-1024.css 
05/Apr/2019:19:38:52 +0000	139.59.107.152	/IRS/style/css/Error-Icon.gif 
05/Apr/2019:19:38:52 +0000	139.59.107.152	/IRS/style/css/button_continue.jpg 
05/Apr/2019:19:39:04 +0000	139.59.107.152	/IRS/system/send_login.php 
05/Apr/2019:19:39:13 +0000	139.59.107.152	/IRS/system/send_login.php 
05/Apr/2019:19:39:25 +0000	139.59.107.152	/IRS/system/send_login.php 
05/Apr/2019:19:39:43 +0000	139.59.107.152	/IRS/system/send_login.php 
05/Apr/2019:19:40:03 +0000	139.59.107.152	/IRS/system/send_login.php 
05/Apr/2019:19:40:22 +0000	139.59.107.152	/IRS/system/send_login.php 
05/Apr/2019:19:40:41 +0000	139.59.107.152	/IRS/system/send_login.php 
05/Apr/2019:19:41:03 +0000	139.59.107.152	/IRS/system/send_login.php 
05/Apr/2019:19:45:27 +0000	165.227.163.166	/IRS/system/send_login.php 
05/Apr/2019:19:45:27 +0000	84.13.186.138	/IRS/system/send_login.php 
05/Apr/2019:19:45:27 +0000	70.32.0.133	/IRS/system/send_login.php 
05/Apr/2019:19:45:27 +0000	185.222.209.87	/IRS/system/send_login.php 
05/Apr/2019:19:45:31 +0000	212.83.187.169	/IRS/system/send_login.php 
05/Apr/2019:20:12:18 +0000	18.236.115.10	/blog/ 
05/Apr/2019:20:12:19 +0000	18.236.115.10	/IRS/ 
05/Apr/2019:20:12:21 +0000	52.25.70.209	/blog/ 
05/Apr/2019:20:12:21 +0000	52.25.70.209	/IRS/ 
05/Apr/2019:20:16:27 +0000	188.166.98.249	/blog/ 
05/Apr/2019:20:16:27 +0000	188.166.98.249	/IRS/ 
05/Apr/2019:20:16:27 +0000	188.166.98.249	/blog/ 
05/Apr/2019:20:16:28 +0000	188.166.98.249	/IRS/ 
05/Apr/2019:20:16:28 +0000	188.166.98.249	/IRS/ 
05/Apr/2019:20:16:28 +0000	188.166.98.249	/IRS/system/send_login.php 
05/Apr/2019:20:16:28 +0000	188.166.98.249	/IRS/system/send_login.php 
05/Apr/2019:20:16:28 +0000	188.166.98.249	/blog/ 
05/Apr/2019:20:16:29 +0000	188.166.98.249	/IRS/system/send_login.php 
06/Apr/2019:01:10:08 +0000	34.220.112.224	/ 
06/Apr/2019:05:07:35 +0000	204.13.201.137	/ 
06/Apr/2019:05:20:12 +0000	115.89.74.126	/blog/ 
06/Apr/2019:05:20:12 +0000	115.89.74.126	/IRS/ 
06/Apr/2019:05:20:13 +0000	115.89.74.126	/blog/js/clean-blog.min.js 
06/Apr/2019:05:20:13 +0000	115.89.74.126	/blog/js/contact_me.js 
06/Apr/2019:05:20:14 +0000	115.89.74.126	/blog/js/jqBootstrapValidation.js 
06/Apr/2019:05:20:14 +0000	115.89.74.126	/blog/vendor/bootstrap/js/bootstrap.min.js 
06/Apr/2019:05:20:16 +0000	115.89.74.126	/blog/vendor/jquery/jquery.min.js 
06/Apr/2019:06:09:37 +0000	52.25.70.209	/ 
06/Apr/2019:07:10:01 +0000	54.200.223.203	/ 
06/Apr/2019:19:57:52 +0000	154.16.85.194	/ 
06/Apr/2019:22:37:48 +0000	51.15.56.73	/ 
07/Apr/2019:05:09:09 +0000	85.115.52.140	/ 
07/Apr/2019:06:12:35 +0000	54.202.149.41	/ 
07/Apr/2019:06:59:32 +0000	54.200.223.203	/ 
07/Apr/2019:13:03:21 +0000	23.101.169.20	/ 
07/Apr/2019:13:49:51 +0000	72.13.36.80	/robots.txt 
07/Apr/2019:13:49:52 +0000	72.13.36.80	/ 
07/Apr/2019:16:30:40 +0000	107.178.194.106	/blog/ 
07/Apr/2019:16:30:40 +0000	204.13.201.138	/blog/ 
07/Apr/2019:16:30:40 +0000	204.13.201.138	/blog/css/clean-blog.min.css 
07/Apr/2019:16:30:40 +0000	204.13.201.138	/blog/vendor/bootstrap/js/bootstrap.min.js 
07/Apr/2019:16:30:40 +0000	204.13.201.138	/blog/js/clean-blog.min.js 
07/Apr/2019:16:30:40 +0000	204.13.201.138	/blog/vendor/jquery/jquery.min.js 
07/Apr/2019:16:30:40 +0000	204.13.201.138	/blog/js/contact_me.js 
07/Apr/2019:16:30:40 +0000	107.178.194.106	/IRS/ 
07/Apr/2019:16:30:41 +0000	204.13.201.138	/blog/js/jqBootstrapValidation.js 
07/Apr/2019:16:30:42 +0000	204.13.201.138	/blog/vendor/bootstrap/css/bootstrap.min.css 
07/Apr/2019:16:30:43 +0000	204.13.201.138	/blog/vendor/font-awesome/css/font-awesome.min.css 
07/Apr/2019:16:30:44 +0000	204.13.201.137	/IRS/ 
07/Apr/2019:16:30:44 +0000	208.87.233.140	/blog 
07/Apr/2019:16:30:46 +0000	208.87.233.140	/blog/ 
07/Apr/2019:16:30:47 +0000	208.87.233.140	/blog/vendor/jquery/jquery.min.js 
07/Apr/2019:16:30:47 +0000	208.87.233.140	/blog/js/contact_me.js 
07/Apr/2019:16:30:47 +0000	208.87.233.140	/blog/js/jqBootstrapValidation.js 
07/Apr/2019:16:30:47 +0000	208.87.233.140	/blog/vendor/font-awesome/css/font-awesome.min.css 
07/Apr/2019:16:30:47 +0000	208.87.233.140	/blog/vendor/bootstrap/js/bootstrap.min.js 
07/Apr/2019:16:30:47 +0000	208.87.233.140	/blog/js/clean-blog.min.js 
07/Apr/2019:16:32:15 +0000	52.59.102.42	/blog/ 
07/Apr/2019:16:33:45 +0000	85.115.52.140	/IRS 
07/Apr/2019:16:34:23 +0000	87.118.110.27	/blog/ 
07/Apr/2019:16:34:44 +0000	79.172.193.32	/IRS/ 
07/Apr/2019:16:38:55 +0000	142.93.74.68	/IRS/ 
07/Apr/2019:16:38:56 +0000	84.93.108.37	/IRS/ 
